name,fips,county,state
"Flagler County, Florida, United States",12035,Flagler County,Florida
"Franklin County, Florida, United States",12037,Franklin County,Florida
"Gadsden County, Florida, United States",12039,Gadsden County,Florida
"Gilchrist County, Florida, United States",12041,Gilchrist County,Florida
"Glades County, Florida, United States",12043,Glades County,Florida
"Gulf County, Florida, United States",12045,Gulf County,Florida
"Hamilton County, Florida, United States",12047,Hamilton County,Florida
"Hardee County, Florida, United States",12049,Hardee County,Florida
"Hendry County, Florida, United States",12051,Hendry County,Florida
"Hernando County, Florida, United States",12053,Hernando County,Florida
"Highlands County, Florida, United States",12055,Highlands County,Florida
"Hillsborough County, Florida, United States",12057,Hillsborough County,Florida
"Holmes County, Florida, United States",12059,Holmes County,Florida
"Indian River County, Florida, United States",12061,Indian River County,Florida
"Jackson County, Florida, United States",12063,Jackson County,Florida
"Jefferson County, Florida, United States",12065,Jefferson County,Florida
"Lafayette County, Florida, United States",12067,Lafayette County,Florida
"Lake County, Florida, United States",12069,Lake County,Florida
"Lee County, Florida, United States",12071,Lee County,Florida
"Leon County, Florida, United States",12073,Leon County,Florida
"Levy County, Florida, United States",12075,Levy County,Florida
"Liberty County, Florida, United States",12077,Liberty County,Florida
"Madison County, Florida, United States",12079,Madison County,Florida
"Manatee County, Florida, United States",12081,Manatee County,Florida
"Marion County, Florida, United States",12083,Marion County,Florida
"Martin County, Florida, United States",12085,Martin County,Florida
"Miami-Dade County, Florida, United States",12086,Miami-Dade County,Florida
"Monroe County, Florida, United States",12087,Monroe County,Florida
"Nassau County, Florida, United States",12089,Nassau County,Florida
"Okaloosa County, Florida, United States",12091,Okaloosa County,Florida
"Okeechobee County, Florida, United States",12093,Okeechobee County,Florida
"Orange County, Florida, United States",12095,Orange County,Florida
"Osceola County, Florida, United States",12097,Osceola County,Florida
"Palm Beach County, Florida, United States",12099,Palm Beach County,Florida
"Pasco County, Florida, United States",12101,Pasco County,Florida
"Pinellas County, Florida, United States",12103,Pinellas County,Florida
"Polk County, Florida, United States",12105,Polk County,Florida
"Putnam County, Florida, United States",12107,Putnam County,Florida
"St. Johns County, Florida, United States",12109,St. Johns County,Florida
"St. Lucie County, Florida, United States",12111,St. Lucie County,Florida
"Santa Rosa County, Florida, United States",12113,Santa Rosa County,Florida
"Sarasota County, Florida, United States",12115,Sarasota County,Florida
"Seminole County, Florida, United States",12117,Seminole County,Florida
"Sumter County, Florida, United States",12119,Sumter County,Florida
"Suwannee County, Florida, United States",12121,Suwannee County,Florida
"Taylor County, Florida, United States",12123,Taylor County,Florida
"Union County, Florida, United States",12125,Union County,Florida
"Volusia County, Florida, United States",12127,Volusia County,Florida
"Wakulla County, Florida, United States",12129,Wakulla County,Florida
"Walton County, Florida, United States",12131,Walton County,Florida
"Washington County, Florida, United States",12133,Washington County,Florida
"Appling County, Georgia, United States",13001,Appling County,Georgia
"Atkinson County, Georgia, United States",13003,Atkinson County,Georgia
"Bacon County, Georgia, United States",13005,Bacon County,Georgia
"Baker County, Georgia, United States",13007,Baker County,Georgia
"Baldwin County, Georgia, United States",13009,Baldwin County,Georgia
"Banks County, Georgia, United States",13011,Banks County,Georgia
"Barrow County, Georgia, United States",13013,Barrow County,Georgia
"Bartow County, Georgia, United States",13015,Bartow County,Georgia
"Ben Hill County, Georgia, United States",13017,Ben Hill County,Georgia
"Berrien County, Georgia, United States",13019,Berrien County,Georgia
"Bibb County, Georgia, United States",13021,Bibb County,Georgia
"Bleckley County, Georgia, United States",13023,Bleckley County,Georgia
"Brantley County, Georgia, United States",13025,Brantley County,Georgia
"Brooks County, Georgia, United States",13027,Brooks County,Georgia
"Bryan County, Georgia, United States",13029,Bryan County,Georgia
"Bulloch County, Georgia, United States",13031,Bulloch County,Georgia
"Burke County, Georgia, United States",13033,Burke County,Georgia
"Butts County, Georgia, United States",13035,Butts County,Georgia
"Calhoun County, Georgia, United States",13037,Calhoun County,Georgia
"Camden County, Georgia, United States",13039,Camden County,Georgia
"Candler County, Georgia, United States",13043,Candler County,Georgia
"Carroll County, Georgia, United States",13045,Carroll County,Georgia
"Catoosa County, Georgia, United States",13047,Catoosa County,Georgia
"Charlton County, Georgia, United States",13049,Charlton County,Georgia
"Chatham County, Georgia, United States",13051,Chatham County,Georgia
"Chattahoochee County, Georgia, United States",13053,Chattahoochee County,Georgia
"Chattooga County, Georgia, United States",13055,Chattooga County,Georgia
"Cherokee County, Georgia, United States",13057,Cherokee County,Georgia
"Clarke County, Georgia, United States",13059,Clarke County,Georgia
"Clay County, Georgia, United States",13061,Clay County,Georgia
"Clayton County, Georgia, United States",13063,Clayton County,Georgia
"Clinch County, Georgia, United States",13065,Clinch County,Georgia
"Cobb County, Georgia, United States",13067,Cobb County,Georgia
"Coffee County, Georgia, United States",13069,Coffee County,Georgia
"Colquitt County, Georgia, United States",13071,Colquitt County,Georgia
"Columbia County, Georgia, United States",13073,Columbia County,Georgia
"Cook County, Georgia, United States",13075,Cook County,Georgia
"Coweta County, Georgia, United States",13077,Coweta County,Georgia
"Crawford County, Georgia, United States",13079,Crawford County,Georgia
"Crisp County, Georgia, United States",13081,Crisp County,Georgia
"Dade County, Georgia, United States",13083,Dade County,Georgia
"Dawson County, Georgia, United States",13085,Dawson County,Georgia
"Decatur County, Georgia, United States",13087,Decatur County,Georgia
"DeKalb County, Georgia, United States",13089,DeKalb County,Georgia
"Dodge County, Georgia, United States",13091,Dodge County,Georgia
"Dooly County, Georgia, United States",13093,Dooly County,Georgia
"Dougherty County, Georgia, United States",13095,Dougherty County,Georgia
"Douglas County, Georgia, United States",13097,Douglas County,Georgia
"Early County, Georgia, United States",13099,Early County,Georgia
"Echols County, Georgia, United States",13101,Echols County,Georgia
"Effingham County, Georgia, United States",13103,Effingham County,Georgia
"Elbert County, Georgia, United States",13105,Elbert County,Georgia
"Emanuel County, Georgia, United States",13107,Emanuel County,Georgia
"Evans County, Georgia, United States",13109,Evans County,Georgia
"Fannin County, Georgia, United States",13111,Fannin County,Georgia
"Fayette County, Georgia, United States",13113,Fayette County,Georgia
"Floyd County, Georgia, United States",13115,Floyd County,Georgia
"Forsyth County, Georgia, United States",13117,Forsyth County,Georgia
"Franklin County, Georgia, United States",13119,Franklin County,Georgia
"Fulton County, Georgia, United States",13121,Fulton County,Georgia
"Gilmer County, Georgia, United States",13123,Gilmer County,Georgia
"Glascock County, Georgia, United States",13125,Glascock County,Georgia
"Glynn County, Georgia, United States",13127,Glynn County,Georgia
"Gordon County, Georgia, United States",13129,Gordon County,Georgia
"Grady County, Georgia, United States",13131,Grady County,Georgia
"Greene County, Georgia, United States",13133,Greene County,Georgia
"Gwinnett County, Georgia, United States",13135,Gwinnett County,Georgia
"Habersham County, Georgia, United States",13137,Habersham County,Georgia
"Hall County, Georgia, United States",13139,Hall County,Georgia
"Hancock County, Georgia, United States",13141,Hancock County,Georgia
"Haralson County, Georgia, United States",13143,Haralson County,Georgia
"Harris County, Georgia, United States",13145,Harris County,Georgia
"Hart County, Georgia, United States",13147,Hart County,Georgia
"Heard County, Georgia, United States",13149,Heard County,Georgia
"Henry County, Georgia, United States",13151,Henry County,Georgia
"Houston County, Georgia, United States",13153,Houston County,Georgia
"Irwin County, Georgia, United States",13155,Irwin County,Georgia
"Jackson County, Georgia, United States",13157,Jackson County,Georgia
"Jasper County, Georgia, United States",13159,Jasper County,Georgia
"Jeff Davis County, Georgia, United States",13161,Jeff Davis County,Georgia
"Jefferson County, Georgia, United States",13163,Jefferson County,Georgia
"Jenkins County, Georgia, United States",13165,Jenkins County,Georgia
"Johnson County, Georgia, United States",13167,Johnson County,Georgia
"Jones County, Georgia, United States",13169,Jones County,Georgia
"Lamar County, Georgia, United States",13171,Lamar County,Georgia
"Lanier County, Georgia, United States",13173,Lanier County,Georgia
"Laurens County, Georgia, United States",13175,Laurens County,Georgia
"Lee County, Georgia, United States",13177,Lee County,Georgia
"Liberty County, Georgia, United States",13179,Liberty County,Georgia
"Lincoln County, Georgia, United States",13181,Lincoln County,Georgia
"Long County, Georgia, United States",13183,Long County,Georgia
"Lowndes County, Georgia, United States",13185,Lowndes County,Georgia
"Lumpkin County, Georgia, United States",13187,Lumpkin County,Georgia
"McDuffie County, Georgia, United States",13189,McDuffie County,Georgia
